timestep,mkt_C_el,mkt_C_fuel,mkt_C_el1
4391,36.08,20,36.08
4392,33.82,20,33.82
4393,36.95,20,36.95
4394,39.3,20,39.3
4395,36.3,20,36.3
4396,33.12,20,33.12
4397,38.73,20,38.73
4398,26.8,20,26.8
4399,30.14,20,30.14
4400,25.1,20,25.1
4401,38.79,20,38.79
4402,30.6,20,30.6
4403,36.92,20,36.92
4404,25.3,20,25.3
4405,38.94,20,38.94
4406,39.96,20,39.96
4407,30.42,20,30.42
4408,36,20,36
4409,39.43,20,39.43
4410,31.4,20,31.4
4411,35.46,20,35.46
4412,29.71,20,29.71
4413,28.3,20,28.3
4414,30.03,20,30.03
4415,31.36,20,31.36
4416,26.87,20,26.87
4417,28.54,20,28.54
4418,31.65,20,31.65
4419,25.06,20,25.06
4420,30.53,20,30.53
4421,24.99,20,24.99
4422,36.33,20,36.33
4423,26.87,20,26.87
4424,37,20,37
4425,36.94,20,36.94
4426,30.06,20,30.06
4427,32.92,20,32.92
4428,27.3,20,27.3
4429,25.69,20,25.69
4430,30.06,20,30.06
4431,37.04,20,37.04
4432,26.04,20,26.04
4433,36.93,20,36.93
4434,30.28,20,30.28
4435,38.5,20,38.5
4436,33.97,20,33.97
4437,37.96,20,37.96
4438,32.9,20,32.9
4439,37.44,20,37.44
4440,30.56,20,30.56
4441,32.89,20,32.89
4442,25.02,20,25.02
4443,25.04,20,25.04
4444,27.6,20,27.6
4445,23.44,20,23.44
4446,27.5,20,27.5
4447,24.76,20,24.76
4448,25.05,20,25.05
4449,33.91,20,33.91
4450,29.09,20,29.09
4451,25.4,20,25.4
4452,24.41,20,24.41
4453,27.82,20,27.82
4454,31.37,20,31.37
4455,24.4,20,24.4
4456,24.28,20,24.28
4457,28.11,20,28.11
4458,28,20,28
4459,24.03,20,24.03
4460,33.63,20,33.63
4461,31.9,20,31.9
4462,33.01,20,33.01
4463,32.44,20,32.44
4464,31.6,20,31.6
4465,20.03,20,20.03
4466,24.11,20,24.11
4467,15.06,20,15.06
4468,12.77,20,12.77
4469,15.44,20,15.44
4470,22.02,20,22.02
4471,33.74,20,33.74
4472,35.55,20,35.55
4473,31.33,20,31.33
4474,22.6,20,22.6
4475,16.07,20,16.07
4476,15.02,20,15.02
4477,13.93,20,13.93
4478,20.08,20,20.08
4479,25.68,20,25.68
4480,29.05,20,29.05
4481,27.76,20,27.76
4482,25.09,20,25.09
4483,22.79,20,22.79
4484,32.95,20,32.95
4485,16.62,20,16.62
4486,15.64,20,15.64
4487,23.55,20,23.55
4488,23.88,20,23.88
4489,24.14,20,24.14
4490,36.17,20,36.17
4491,36.97,20,36.97
4492,38.91,20,38.91
4493,40,20,40
4494,24.38,20,24.38
4495,35.29,20,35.29
4496,38.13,20,38.13
4497,36.94,20,36.94
4498,33.09,20,33.09
4499,37.98,20,37.98
4500,26.45,20,26.45
4501,39.23,20,39.23
4502,36.15,20,36.15
4503,36,20,36
4504,37.97,20,37.97
4505,26.02,20,26.02
4506,36.19,20,36.19
4507,37.26,20,37.26
4508,36.93,20,36.93
4509,29.64,20,29.64
4510,24.23,20,24.23
4511,37.16,20,37.16
4512,24.43,20,24.43
4513,25.97,20,25.97
4514,33.98,20,33.98
4515,28.07,20,28.07
4516,42.98,20,42.98
4517,30.87,20,30.87
4518,40.49,20,40.49
4519,38.55,20,38.55
4520,40.26,20,40.26
4521,36.99,20,36.99
4522,26.04,20,26.04
4523,43.07,20,43.07
4524,25.07,20,25.07
4525,44.99,20,44.99
4526,25.93,20,25.93
4527,29.64,20,29.64
4528,25.08,20,25.08
4529,36.18,20,36.18
4530,29.15,20,29.15
4531,27.18,20,27.18
4532,33.03,20,33.03
4533,30.83,20,30.83
4534,42.03,20,42.03
4535,45.09,20,45.09
4536,35,20,35
4537,38.64,20,38.64
4538,20.92,20,20.92
4539,23.99,20,23.99
4540,21.7,20,21.7
4541,25.22,20,25.22
4542,34.9,20,34.9
4543,40,20,40
4544,39.75,20,39.75
4545,26.44,20,26.44
4546,30.74,20,30.74
4547,35.61,20,35.61
4548,24.2,20,24.2
4549,32.14,20,32.14
4550,35.1,20,35.1
4551,39.08,20,39.08
4552,35.19,20,35.19
4553,32,20,32
4554,41.91,20,41.91
4555,27.61,20,27.61
4556,33.41,20,33.41
4557,39.74,20,39.74
4558,36.94,20,36.94
4559,34.95,20,34.95
4560,22.04,20,22.04
4561,34.94,20,34.94
4562,21.85,20,21.85
4563,31.88,20,31.88
4564,31.08,20,31.08
4565,35.85,20,35.85
4566,28.49,20,28.49
4567,22.95,20,22.95
4568,31.85,20,31.85
4569,36,20,36
4570,32.86,20,32.86
4571,21.37,20,21.37
4572,25.07,20,25.07
4573,21.04,20,21.04
4574,32.77,20,32.77
4575,39.91,20,39.91
4576,39.68,20,39.68
4577,29.4,20,29.4
4578,32.11,20,32.11
4579,34.58,20,34.58
4580,33.8,20,33.8
4581,25.56,20,25.56
4582,36.46,20,36.46
4583,40.18,20,40.18
4584,39,20,39
4585,32.98,20,32.98
4586,36.48,20,36.48
4587,29.88,20,29.88
4588,23.59,20,23.59
4589,25.86,20,25.86
4590,35.98,20,35.98
4591,25.95,20,25.95
4592,35.94,20,35.94
4593,33.53,20,33.53
4594,29.73,20,29.73
4595,30.79,20,30.79
4596,35,20,35
4597,23.84,20,23.84
4598,35.93,20,35.93
4599,36.27,20,36.27
4600,30.09,20,30.09
4601,35.97,20,35.97
4602,25,20,25
4603,37.47,20,37.47
4604,36.74,20,36.74
4605,30.22,20,30.22
4606,32.16,20,32.16
4607,23.24,20,23.24
4608,32.39,20,32.39
4609,25.07,20,25.07
4610,35.96,20,35.96
4611,25.06,20,25.06
4612,30.13,20,30.13
4613,35.97,20,35.97
4614,32.86,20,32.86
4615,25.1,20,25.1
4616,35.91,20,35.91
4617,28.86,20,28.86
4618,25.1,20,25.1
4619,32.93,20,32.93
4620,23.01,20,23.01
4621,29.89,20,29.89
4622,33.77,20,33.77
4623,33.46,20,33.46
4624,23.03,20,23.03
4625,25.08,20,25.08
4626,35.98,20,35.98
4627,34.65,20,34.65
4628,29.52,20,29.52
4629,24.58,20,24.58
4630,24.88,20,24.88
4631,26.5,20,26.5
4632,29.79,20,29.79
4633,21.04,20,21.04
4634,18.09,20,18.09
4635,26.06,20,26.06
4636,25.22,20,25.22
4637,28.15,20,28.15
4638,23,20,23
4639,15.01,20,15.01
4640,27.72,20,27.72
4641,31.01,20,31.01
4642,25.01,20,25.01
4643,23.09,20,23.09
4644,24.02,20,24.02
4645,27.01,20,27.01
4646,19.99,20,19.99
4647,31.16,20,31.16
4648,25.62,20,25.62
4649,22.69,20,22.69
4650,19.61,20,19.61
4651,27.04,20,27.04
4652,22.07,20,22.07
4653,32.65,20,32.65
4654,16.61,20,16.61
4655,30.68,20,30.68
4656,25.05,20,25.05
4657,38.08,20,38.08
4658,35.95,20,35.95
4659,23.05,20,23.05
4660,41.96,20,41.96
4661,25.22,20,25.22
4662,29.94,20,29.94
4663,20.96,20,20.96
4664,37.5,20,37.5
4665,29.94,20,29.94
4666,18.37,20,18.37
4667,35.91,20,35.91
4668,33.97,20,33.97
4669,30,20,30
4670,38.87,20,38.87
4671,19.74,20,19.74
4672,23.52,20,23.52
4673,41.46,20,41.46
4674,31.03,20,31.03
4675,40.78,20,40.78
4676,35.93,20,35.93
4677,29.7,20,29.7
4678,34,20,34
4679,32.65,20,32.65
4680,38.01,20,38.01
4681,37.49,20,37.49
4682,25.23,20,25.23
4683,36.94,20,36.94
4684,35.23,20,35.23
4685,26.1,20,26.1
4686,27.05,20,27.05
4687,34,20,34
4688,36.1,20,36.1
4689,35.36,20,35.36
4690,38.98,20,38.98
4691,25.22,20,25.22
4692,33.68,20,33.68
4693,35.36,20,35.36
4694,33.54,20,33.54
4695,29.62,20,29.62
4696,39.7,20,39.7
4697,34.92,20,34.92
4698,35.93,20,35.93
4699,28.21,20,28.21
4700,33.92,20,33.92
4701,34.92,20,34.92
4702,25.07,20,25.07
4703,39.81,20,39.81
4704,38.04,20,38.04
4705,39.24,20,39.24
4706,26.74,20,26.74
4707,42.28,20,42.28
4708,37.71,20,37.71
4709,39.81,20,39.81
4710,34.94,20,34.94
4711,42.06,20,42.06
4712,34.45,20,34.45
4713,26.51,20,26.51
4714,36.12,20,36.12
4715,37.41,20,37.41
4716,28.3,20,28.3
4717,29.3,20,29.3
4718,28.33,20,28.33
4719,38.56,20,38.56
4720,38.47,20,38.47
4721,26.79,20,26.79
4722,36.19,20,36.19
4723,38.91,20,38.91
4724,33.74,20,33.74
4725,41.8,20,41.8
4726,37.16,20,37.16
4727,38.96,20,38.96
4728,40.3,20,40.3
4729,33.15,20,33.15
4730,42.36,20,42.36
4731,28.31,20,28.31
4732,39.8,20,39.8
4733,28.21,20,28.21
4734,40.48,20,40.48
4735,38.58,20,38.58
4736,34.99,20,34.99
4737,31.36,20,31.36
4738,43.05,20,43.05
4739,28.56,20,28.56
4740,37.92,20,37.92
4741,29.59,20,29.59
4742,35.85,20,35.85
4743,36.53,20,36.53
4744,38.45,20,38.45
4745,40.65,20,40.65
4746,42.1,20,42.1
4747,38.89,20,38.89
4748,38.94,20,38.94
4749,36.9,20,36.9
4750,42.64,20,42.64
4751,35.2,20,35.2
4752,28.01,20,28.01
4753,35.44,20,35.44
4754,39.77,20,39.77
4755,33.93,20,33.93
4756,33.72,20,33.72
4757,37.93,20,37.93
4758,31.09,20,31.09
4759,43.03,20,43.03
4760,41.75,20,41.75
4761,42.44,20,42.44
4762,36.93,20,36.93
4763,40.73,20,40.73
4764,29.44,20,29.44
4765,37.92,20,37.92
4766,40.72,20,40.72
4767,28.4,20,28.4
4768,39.5,20,39.5
4769,27.69,20,27.69
4770,38.1,20,38.1
4771,36.99,20,36.99
4772,33.98,20,33.98
4773,34.26,20,34.26
4774,29.44,20,29.44
4775,41.16,20,41.16
4776,28.09,20,28.09
4777,34.92,20,34.92
4778,26.02,20,26.02
4779,32.56,20,32.56
4780,23.27,20,23.27
4781,26.24,20,26.24
4782,31.36,20,31.36
4783,29.63,20,29.63
4784,26,20,26
4785,35.02,20,35.02
4786,26.78,20,26.78
4787,28.56,20,28.56
4788,26.65,20,26.65
4789,26.41,20,26.41
4790,27.31,20,27.31
4791,23.94,20,23.94
4792,29.48,20,29.48
4793,27.04,20,27.04
4794,29.46,20,29.46
4795,27.43,20,27.43
4796,32.35,20,32.35
4797,29.32,20,29.32
4798,32.92,20,32.92
4799,29.53,20,29.53
4800,29.89,20,29.89
4801,28.22,20,28.22
4802,18.94,20,18.94
4803,29.54,20,29.54
4804,22.69,20,22.69
4805,19.81,20,19.81
4806,21.49,20,21.49
4807,18.53,20,18.53
4808,29.92,20,29.92
4809,19.89,20,19.89
4810,20.82,20,20.82
4811,21.88,20,21.88
4812,26.01,20,26.01
4813,29.37,20,29.37
4814,24.06,20,24.06
4815,17.98,20,17.98
4816,19.06,20,19.06
4817,29.75,20,29.75
4818,26.06,20,26.06
4819,17.29,20,17.29
4820,16.79,20,16.79
4821,21.21,20,21.21
4822,18.07,20,18.07
4823,15.3,20,15.3
4824,15.31,20,15.31
4825,32.87,20,32.87
4826,43.51,20,43.51
4827,34.92,20,34.92
4828,40.65,20,40.65
4829,35.92,20,35.92
4830,24.52,20,24.52
4831,26.77,20,26.77
4832,22.69,20,22.69
4833,22.99,20,22.99
4834,44.15,20,44.15
4835,44.29,20,44.29
4836,44.08,20,44.08
4837,36.62,20,36.62
4838,23.86,20,23.86
4839,38.44,20,38.44
4840,41.78,20,41.78
4841,42.95,20,42.95
4842,22.81,20,22.81
4843,30.33,20,30.33
4844,35.99,20,35.99
4845,29.1,20,29.1
4846,24.77,20,24.77
4847,33.96,20,33.96
4848,35.96,20,35.96
4849,35.95,20,35.95
4850,25.09,20,25.09
4851,27.09,20,27.09
4852,33.07,20,33.07
4853,42.69,20,42.69
4854,42.97,20,42.97
4855,30.68,20,30.68
4856,26.06,20,26.06
4857,35.97,20,35.97
4858,35.03,20,35.03
4859,38.04,20,38.04
4860,26.17,20,26.17
4861,42.92,20,42.92
4862,37.92,20,37.92
4863,37.94,20,37.94
4864,25.79,20,25.79
4865,31.94,20,31.94
4866,30.7,20,30.7
4867,32.18,20,32.18
4868,41.95,20,41.95
4869,32.37,20,32.37
4870,28,20,28
4871,33.65,20,33.65
4872,35,20,35
4873,27.68,20,27.68
4874,25.32,20,25.32
4875,35.94,20,35.94
4876,34.25,20,34.25
4877,30.9,20,30.9
4878,30.3,20,30.3
4879,35.93,20,35.93
4880,32.36,20,32.36
4881,25.94,20,25.94
4882,30.75,20,30.75
4883,35.99,20,35.99
4884,33.24,20,33.24
4885,34,20,34
4886,27.3,20,27.3
4887,32.88,20,32.88
4888,38.07,20,38.07
4889,25.81,20,25.81
4890,39.08,20,39.08
4891,38.67,20,38.67
4892,31.79,20,31.79
4893,36.5,20,36.5
4894,26.28,20,26.28
4895,36.67,20,36.67
4896,30.81,20,30.81
4897,35.4,20,35.4
4898,36.97,20,36.97
4899,25.79,20,25.79
4900,36.55,20,36.55
4901,39.93,20,39.93
4902,38.27,20,38.27
4903,39.95,20,39.95
4904,36.49,20,36.49
4905,41.36,20,41.36
4906,25.62,20,25.62
4907,35.45,20,35.45
4908,40.34,20,40.34
4909,36.9,20,36.9
4910,35.08,20,35.08
4911,35.23,20,35.23
4912,25.05,20,25.05
4913,35,20,35
4914,26.64,20,26.64
4915,36.41,20,36.41
4916,29.62,20,29.62
4917,34.99,20,34.99
4918,27.32,20,27.32
4919,40.07,20,40.07
4920,28.24,20,28.24
4921,36.59,20,36.59
4922,36.97,20,36.97
4923,34.75,20,34.75
4924,27.99,20,27.99
4925,34.89,20,34.89
4926,32.71,20,32.71
4927,36.12,20,36.12
4928,39.97,20,39.97
4929,40.92,20,40.92
4930,26.09,20,26.09
4931,32.15,20,32.15
4932,32.66,20,32.66
4933,28.92,20,28.92
4934,26.04,20,26.04
4935,40,20,40
4936,39.96,20,39.96
4937,34.26,20,34.26
4938,41.42,20,41.42
4939,38.87,20,38.87
4940,38.16,20,38.16
4941,26.02,20,26.02
4942,36.91,20,36.91
4943,35.01,20,35.01
4944,26.9,20,26.9
4945,29.26,20,29.26
4946,29.31,20,29.31
4947,37.94,20,37.94
4948,28.7,20,28.7
4949,32.07,20,32.07
4950,27.98,20,27.98
4951,27.99,20,27.99
4952,27.67,20,27.67
4953,29.86,20,29.86
4954,27.7,20,27.7
4955,31.27,20,31.27
4956,38.05,20,38.05
4957,28.16,20,28.16
4958,35.91,20,35.91
4959,29.62,20,29.62
4960,38.1,20,38.1
4961,32.83,20,32.83
4962,32.47,20,32.47
4963,38.9,20,38.9
4964,32.96,20,32.96
4965,28.48,20,28.48
4966,28.07,20,28.07
4967,30.1,20,30.1
4968,31.95,20,31.95
4969,25.38,20,25.38
4970,25.52,20,25.52
4971,25.16,20,25.16
4972,26.05,20,26.05
4973,30.04,20,30.04
4974,32.27,20,32.27
4975,32.5,20,32.5
4976,26,20,26
4977,33.75,20,33.75
4978,20.55,20,20.55
4979,34.95,20,34.95
4980,34.13,20,34.13
4981,25.38,20,25.38
4982,25.92,20,25.92
4983,27.06,20,27.06
4984,23.08,20,23.08
4985,26.05,20,26.05
4986,33.6,20,33.6
4987,23.85,20,23.85
4988,23.01,20,23.01
4989,26.05,20,26.05
4990,23.91,20,23.91
4991,23.1,20,23.1
4992,26.1,20,26.1
4993,29.69,20,29.69
4994,28.97,20,28.97
4995,35.99,20,35.99
4996,27.84,20,27.84
4997,28.92,20,28.92
4998,36.41,20,36.41
4999,41.97,20,41.97
5000,27.67,20,27.67
5001,37.06,20,37.06
5002,39.94,20,39.94
5003,36.91,20,36.91
5004,28.49,20,28.49
5005,33.6,20,33.6
5006,41.28,20,41.28
5007,42.95,20,42.95
5008,41.58,20,41.58
5009,39.99,20,39.99
5010,38.05,20,38.05
5011,41.02,20,41.02
5012,27.93,20,27.93
5013,37.94,20,37.94
5014,39.93,20,39.93
5015,43,20,43
5016,36.98,20,36.98
5017,36.5,20,36.5
5018,35.94,20,35.94
5019,26.08,20,26.08
5020,42.31,20,42.31
5021,34.82,20,34.82
5022,34.97,20,34.97
5023,39.41,20,39.41
5024,32.37,20,32.37
5025,36.07,20,36.07
5026,42.5,20,42.5
5027,26.75,20,26.75
5028,28.12,20,28.12
5029,32.48,20,32.48
5030,39.91,20,39.91
5031,41.57,20,41.57
5032,34.91,20,34.91
5033,28.62,20,28.62
5034,38.56,20,38.56
5035,35.78,20,35.78
5036,26.06,20,26.06
5037,28.61,20,28.61
5038,36.48,20,36.48
5039,41.19,20,41.19
5040,26.06,20,26.06
5041,40.59,20,40.59
5042,26.03,20,26.03
5043,39.98,20,39.98
5044,35.98,20,35.98
5045,27.79,20,27.79
5046,31.93,20,31.93
5047,34.91,20,34.91
5048,34.9,20,34.9
5049,32.17,20,32.17
5050,41.03,20,41.03
5051,33.98,20,33.98
5052,26.61,20,26.61
5053,25.88,20,25.88
5054,33.17,20,33.17
5055,27.9,20,27.9
5056,33.85,20,33.85
5057,31.46,20,31.46
5058,38.84,20,38.84
5059,25.82,20,25.82
5060,32.12,20,32.12
5061,29.65,20,29.65
5062,35.91,20,35.91
5063,31.68,20,31.68
5064,33.43,20,33.43
5065,38,20,38
5066,36.93,20,36.93
5067,35.97,20,35.97
5068,28.02,20,28.02
5069,38,20,38
5070,31.69,20,31.69
5071,34.78,20,34.78
5072,26.01,20,26.01
5073,32.42,20,32.42
5074,26.06,20,26.06
5075,33.8,20,33.8
5076,34.94,20,34.94
5077,24.06,20,24.06
5078,31.22,20,31.22
5079,38.08,20,38.08
5080,34.89,20,34.89
5081,32.25,20,32.25
5082,31.05,20,31.05
5083,33.75,20,33.75
5084,32.28,20,32.28
5085,31.24,20,31.24
5086,27.96,20,27.96
5087,24.08,20,24.08
5088,34.29,20,34.29
5089,29.36,20,29.36
5090,28.05,20,28.05
5091,39.98,20,39.98
5092,28.02,20,28.02
5093,28.02,20,28.02
5094,31.97,20,31.97
5095,42.91,20,42.91
5096,27.58,20,27.58
5097,33.3,20,33.3
5098,33.5,20,33.5
5099,30.42,20,30.42
5100,27.8,20,27.8
5101,28.08,20,28.08
5102,39.34,20,39.34
5103,28.09,20,28.09
5104,32.22,20,32.22
5105,28.99,20,28.99
5106,33.21,20,33.21
5107,42.97,20,42.97
5108,31.25,20,31.25
5109,28.09,20,28.09
5110,29.16,20,29.16
5111,39.96,20,39.96
5112,40,20,40
5113,16.14,20,16.14
5114,28.97,20,28.97
5115,13.95,20,13.95
5116,15.1,20,15.1
5117,26.39,20,26.39
5118,22.05,20,22.05
5119,21.32,20,21.32
5120,24.08,20,24.08
5121,16.49,20,16.49
5122,27.07,20,27.07
5123,10.96,20,10.96
5124,10.99,20,10.99
5125,22.9,20,22.9
5126,23.94,20,23.94
5127,25.46,20,25.46
5128,11.12,20,11.12
5129,26.85,20,26.85
5130,17.85,20,17.85
5131,27.05,20,27.05
5132,29.28,20,29.28
5133,18.52,20,18.52
5134,19.04,20,19.04
5135,15.06,20,15.06
5136,29.28,20,29.28
5137,13.9,20,13.9
5138,29.45,20,29.45
5139,31.94,20,31.94
5140,16.99,20,16.99
5141,12.93,20,12.93
5142,10.9,20,10.9
5143,13.79,20,13.79
5144,27.04,20,27.04
5145,13.47,20,13.47
5146,13.22,20,13.22
5147,14.44,20,14.44
5148,14.51,20,14.51
5149,27.01,20,27.01
5150,13.52,20,13.52
5151,12.16,20,12.16
5152,31.38,20,31.38
5153,10.59,20,10.59
5154,13.5,20,13.5
5155,15.73,20,15.73
5156,14.92,20,14.92
5157,31.62,20,31.62
5158,14.6,20,14.6
5159,12.93,20,12.93
5160,13.73,20,13.73
5161,33.97,20,33.97
5162,35.22,20,35.22
5163,34.62,20,34.62
5164,20.63,20,20.63
5165,43.4,20,43.4
5166,38.09,20,38.09
5167,22.16,20,22.16
5168,33.22,20,33.22
5169,32.6,20,32.6
5170,39.5,20,39.5
5171,35.4,20,35.4
5172,38.7,20,38.7
5173,25.48,20,25.48
5174,38.09,20,38.09
5175,20.37,20,20.37
5176,38.3,20,38.3
5177,38,20,38
5178,37.4,20,37.4
5179,35.92,20,35.92
5180,24.99,20,24.99
5181,27.04,20,27.04
5182,39.41,20,39.41
5183,30.94,20,30.94
5184,36.94,20,36.94
5185,39.49,20,39.49
5186,30.08,20,30.08
5187,30.09,20,30.09
5188,27.44,20,27.44
5189,30.29,20,30.29
5190,31.31,20,31.31
5191,32.58,20,32.58
5192,26.76,20,26.76
5193,41.04,20,41.04
5194,38.89,20,38.89
5195,39.97,20,39.97
5196,38.99,20,38.99
5197,39.93,20,39.93
5198,38.6,20,38.6
5199,38.67,20,38.67
5200,33.98,20,33.98
5201,35,20,35
5202,32.69,20,32.69
5203,37.96,20,37.96
5204,27.99,20,27.99
5205,28.3,20,28.3
5206,27.53,20,27.53
5207,27.72,20,27.72
5208,30.9,20,30.9
5209,25.24,20,25.24
5210,26.08,20,26.08
5211,30.76,20,30.76
5212,39.37,20,39.37
5213,25.49,20,25.49
5214,32.75,20,32.75
5215,30,20,30
5216,37.73,20,37.73
5217,27.12,20,27.12
5218,27.94,20,27.94
5219,37.78,20,37.78
5220,26.09,20,26.09
5221,32.17,20,32.17
5222,33.01,20,33.01
5223,28.11,20,28.11
5224,30.79,20,30.79
5225,38.76,20,38.76
5226,40.19,20,40.19
5227,27.76,20,27.76
5228,25.43,20,25.43
5229,37.9,20,37.9
5230,27.45,20,27.45
5231,26.1,20,26.1
5232,30.05,20,30.05
5233,35.62,20,35.62
5234,31.91,20,31.91
5235,36.09,20,36.09
5236,25.02,20,25.02
5237,38.63,20,38.63
5238,30.65,20,30.65
5239,33.04,20,33.04
5240,21.98,20,21.98
5241,23.08,20,23.08
5242,29.02,20,29.02
5243,34.9,20,34.9
5244,23.07,20,23.07
5245,31.63,20,31.63
5246,39.22,20,39.22
5247,37.95,20,37.95
5248,30.61,20,30.61
5249,38.3,20,38.3
5250,26.06,20,26.06
5251,37.94,20,37.94
5252,37.19,20,37.19
5253,25.38,20,25.38
5254,33.09,20,33.09
5255,36.45,20,36.45
5256,37.28,20,37.28
5257,29.35,20,29.35
5258,31.91,20,31.91
5259,28.96,20,28.96
5260,35,20,35
5261,28.99,20,28.99
5262,42.03,20,42.03
5263,36.87,20,36.87
5264,26.4,20,26.4
5265,25.63,20,25.63
5266,25.95,20,25.95
5267,34.53,20,34.53
5268,25.45,20,25.45
5269,24.05,20,24.05
5270,39.91,20,39.91
5271,39.97,20,39.97
5272,26.03,20,26.03
5273,41.07,20,41.07
5274,23.49,20,23.49
5275,36.27,20,36.27
5276,44,20,44
5277,27.39,20,27.39
5278,30.02,20,30.02
5279,31.42,20,31.42
5280,29.81,20,29.81
5281,15.21,20,15.21
5282,20.07,20,20.07
5283,18.92,20,18.92
5284,19.08,20,19.08
5285,15.27,20,15.27
5286,30.24,20,30.24
5287,31.25,20,31.25
5288,24.99,20,24.99
5289,16.93,20,16.93
5290,33.03,20,33.03
5291,19.96,20,19.96
5292,17.6,20,17.6
5293,16.98,20,16.98
5294,16.37,20,16.37
5295,13.11,20,13.11
5296,14.16,20,14.16
5297,33.37,20,33.37
5298,19.28,20,19.28
5299,15.41,20,15.41
5300,25.74,20,25.74
5301,32.77,20,32.77
5302,33.43,20,33.43
5303,20.17,20,20.17
5304,15.8,20,15.8
5305,12.53,20,12.53
5306,10.7,20,10.7
5307,12.62,20,12.62
5308,9.93,20,9.93
5309,4.91,20,4.91
5310,13.16,20,13.16
5311,19.98,20,19.98
5312,15.31,20,15.31
5313,16.03,20,16.03
5314,6.66,20,6.66
5315,7.5,20,7.5
5316,20.71,20,20.71
5317,13.87,20,13.87
5318,17.75,20,17.75
5319,11.11,20,11.11
5320,15.02,20,15.02
5321,4.87,20,4.87
5322,24.05,20,24.05
5323,21.28,20,21.28
5324,19.55,20,19.55
5325,12.63,20,12.63
5326,11.33,20,11.33
5327,10.26,20,10.26
5328,10.04,20,10.04
5329,38.32,20,38.32
5330,20.29,20,20.29
5331,20.47,20,20.47
5332,8.93,20,8.93
5333,22.79,20,22.79
5334,25.95,20,25.95
5335,34.06,20,34.06
5336,26.87,20,26.87
5337,10.24,20,10.24
5338,36.91,20,36.91
5339,33.76,20,33.76
5340,20.97,20,20.97
5341,17.38,20,17.38
5342,11.68,20,11.68
5343,37.27,20,37.27
5344,28.87,20,28.87
5345,8.99,20,8.99
5346,32.04,20,32.04
5347,29,20,29
5348,24.72,20,24.72
5349,9.88,20,9.88
5350,31.97,20,31.97
5351,24.73,20,24.73
5352,5.37,20,5.37
5353,23.07,20,23.07
5354,24.89,20,24.89
5355,26.17,20,26.17
5356,22.54,20,22.54
5357,24.99,20,24.99
5358,36.15,20,36.15
5359,32.25,20,32.25
5360,31.41,20,31.41
5361,24.87,20,24.87
5362,42.44,20,42.44
5363,23.04,20,23.04
5364,38.28,20,38.28
5365,35.45,20,35.45
5366,20.52,20,20.52
5367,39.86,20,39.86
5368,41.05,20,41.05
5369,23.77,20,23.77
5370,27.82,20,27.82
5371,35.01,20,35.01
5372,41.1,20,41.1
5373,33.68,20,33.68
5374,35.12,20,35.12
5375,20.1,20,20.1
5376,39.18,20,39.18
5377,42.98,20,42.98
5378,24.22,20,24.22
5379,33.46,20,33.46
5380,25.07,20,25.07
5381,42.11,20,42.11
5382,23.06,20,23.06
5383,40.1,20,40.1
5384,39.97,20,39.97
5385,33.95,20,33.95
5386,24.17,20,24.17
5387,43.93,20,43.93
5388,41.26,20,41.26
5389,26.24,20,26.24
5390,39.16,20,39.16
5391,38.19,20,38.19
5392,38.65,20,38.65
5393,45.51,20,45.51
5394,42.97,20,42.97
5395,40.86,20,40.86
5396,39.98,20,39.98
5397,37.23,20,37.23
5398,41.97,20,41.97
5399,26.53,20,26.53
5400,23.05,20,23.05
5401,35.21,20,35.21
5402,32.24,20,32.24
5403,29.31,20,29.31
5404,22.71,20,22.71
5405,25.76,20,25.76
5406,17.3,20,17.3
5407,14.93,20,14.93
5408,37.27,20,37.27
5409,33.99,20,33.99
5410,24.11,20,24.11
5411,13.25,20,13.25
5412,39.03,20,39.03
5413,29.74,20,29.74
5414,40.97,20,40.97
5415,38.86,20,38.86
5416,27.2,20,27.2
5417,29.39,20,29.39
5418,40.63,20,40.63
5419,41.08,20,41.08
5420,14.91,20,14.91
5421,33.51,20,33.51
5422,41,20,41
5423,27.64,20,27.64
5424,37.43,20,37.43
5425,37.97,20,37.97
5426,23.27,20,23.27
5427,31.36,20,31.36
5428,35.77,20,35.77
5429,40.07,20,40.07
5430,16.95,20,16.95
5431,22.88,20,22.88
5432,24.99,20,24.99
5433,32.98,20,32.98
5434,35.91,20,35.91
5435,35.91,20,35.91
5436,21.79,20,21.79
5437,23.02,20,23.02
5438,37.04,20,37.04
5439,32.33,20,32.33
5440,31.15,20,31.15
5441,24.93,20,24.93
5442,36.87,20,36.87
5443,36.18,20,36.18
5444,19.81,20,19.81
5445,25.98,20,25.98
5446,15.21,20,15.21
5447,41.05,20,41.05
5448,25.13,20,25.13
5449,28.33,20,28.33
5450,27.9,20,27.9
5451,14.55,20,14.55
5452,25.93,20,25.93
5453,25.83,20,25.83
5454,14.22,20,14.22
5455,28.01,20,28.01
5456,27.61,20,27.61
5457,20.67,20,20.67
5458,17.66,20,17.66
5459,28.94,20,28.94
5460,25.6,20,25.6
5461,12.89,20,12.89
5462,14.21,20,14.21
5463,13.98,20,13.98
5464,18.12,20,18.12
5465,18.35,20,18.35
5466,15.13,20,15.13
5467,27.83,20,27.83
5468,12.57,20,12.57
5469,19.21,20,19.21
5470,13.39,20,13.39
5471,20.07,20,20.07
5472,13.78,20,13.78
5473,-59.03,20,-59.03
5474,16.18,20,16.18
